中央频道,#genre#
湖南卫视,http://116.117.105.247:8096/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
湖南卫视,http://116.117.106.42:8096/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,0.32
湖南卫视,http://116.117.104.39:8096/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
湖南卫视,http://116.117.104.242:8096/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
湖南卫视,http://116.117.105.183:8096/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
湖南卫视,http://116.117.106.240:8096/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
湖南卫视,http://116.117.106.74:8096/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,0.23
贵州卫视,http://116.117.105.247:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
贵州卫视,http://116.117.106.42:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.32
贵州卫视,http://116.117.104.39:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
贵州卫视,http://116.117.104.242:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
贵州卫视,http://116.117.105.183:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
贵州卫视,http://116.117.106.240:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
贵州卫视,http://116.117.106.74:8096/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.23
辽宁卫视,http://116.117.105.247:8096/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
辽宁卫视,http://116.117.106.42:8096/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.32
辽宁卫视,http://116.117.104.39:8096/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
辽宁卫视,http://116.117.104.242:8096/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
辽宁卫视,http://116.117.105.183:8096/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
辽宁卫视,http://116.117.106.240:8096/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
辽宁卫视,http://116.117.106.74:8096/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.23
黑龙江卫视,http://116.117.105.247:8096/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
黑龙江卫视,http://116.117.106.42:8096/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.32
黑龙江卫视,http://116.117.104.39:8096/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
黑龙江卫视,http://116.117.104.242:8096/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
黑龙江卫视,http://116.117.105.183:8096/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
黑龙江卫视,http://116.117.106.240:8096/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
黑龙江卫视,http://116.117.106.74:8096/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.23

其他频道,#genre#
内蒙古,http://116.117.105.247:8096/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
内蒙古,http://116.117.106.42:8096/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.32
内蒙古,http://116.117.104.39:8096/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
内蒙古,http://116.117.104.242:8096/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
内蒙古,http://116.117.105.183:8096/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
内蒙古,http://116.117.106.240:8096/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
内蒙古,http://116.117.106.74:8096/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.23
IPTV6+,http://116.117.105.247:8096/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
IPTV6+,http://116.117.106.42:8096/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.32
IPTV6+,http://116.117.104.39:8096/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
IPTV6+,http://116.117.104.242:8096/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
IPTV6+,http://116.117.105.183:8096/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.27
IPTV6+,http://116.117.106.240:8096/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
IPTV6+,http://116.117.106.74:8096/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.23

未分组,#genre#

12-18 18:24,#genre#:
12-18 18:24,https://raw.gitmirror.com/MemoryCollection/IPTV/main/TB/mv.mp4
